@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
5684,'2025/11/05 13:13:42:115',33,0.026068,0.19873,0.62,0.22
5685,'2025/11/05 13:13:42:160',33,0.026161,0.198968,0.62,0.22
5686,'2025/11/05 13:13:42:199',33,0.026257,0.198708,0.62,0.22
5687,'2025/11/05 13:13:42:241',33,0.026684,0.199627,0.62,0.22
5688,'2025/11/05 13:13:42:282',33,0.026779,0.198664,0.62,0.22
5689,'2025/11/05 13:13:42:321',33,0.026394,0.200489,0.62,0.22
5690,'2025/11/05 13:13:42:364',33,0.026409,0.200196,0.62,0.22
5691,'2025/11/05 13:13:42:405',33,0.026431,0.200419,0.62,0.22
5692,'2025/11/05 13:13:42:445',33,0.026044,0.200907,0.62,0.22
5693,'2025/11/05 13:13:42:487',33,0.026296,0.200404,0.62,0.22
5694,'2025/11/05 13:13:42:573',33,0.025946,0.199875,0.62,0.22
5695,'2025/11/05 13:13:42:610',33,0.025768,0.200863,0.62,0.22
5696,'2025/11/05 13:13:42:650',33,0.025512,0.201014,0.62,0.22
5697,'2025/11/05 13:13:42:693',33,0.025799,0.201365,0.62,0.22
5698,'2025/11/05 13:13:42:732',33,0.026127,0.202568,0.62,0.22
5699,'2025/11/05 13:13:42:774',33,0.026411,0.20173,0.62,0.22
5700,'2025/11/05 13:13:42:816',33,0.026467,0.202305,0.62,0.22
5701,'2025/11/05 13:13:42:855',33,0.026757,0.202924,0.62,0.22
5702,'2025/11/05 13:13:42:897',33,0.026879,0.202975,0.62,0.22
5703,'2025/11/05 13:13:42:937',33,0.026815,0.203822,0.62,0.22
5704,'2025/11/05 13:13:42:982',33,0.027719,0.203311,0.62,0.22
5705,'2025/11/05 13:13:43:018',33,0.027987,0.206169,0.62,0.22
5706,'2025/11/05 13:13:43:060',33,0.028581,0.208295,0.62,0.22
5707,'2025/11/05 13:13:43:105',33,0.029486,0.211914,0.62,0.22
5708,'2025/11/05 13:13:43:143',33,0.030662,0.214432,0.62,0.22
5709,'2025/11/05 13:13:43:226',33,0.030849,0.216983,0.62,0.22
5710,'2025/11/05 13:13:43:268',33,0.031671,0.218946,0.62,0.22
5711,'2025/11/05 13:13:43:307',33,0.032472,0.220751,0.62,0.22
5712,'2025/11/05 13:13:43:347',33,0.033012,0.222335,0.62,0.22
5713,'2025/11/05 13:13:43:389',33,0.033102,0.223137,0.62,0.22
5714,'2025/11/05 13:13:43:429',33,0.03419,0.22465,0.62,0.22
5715,'2025/11/05 13:13:43:470',33,0.034424,0.224509,0.62,0.22
5716,'2025/11/05 13:13:43:513',33,0.034332,0.224518,0.62,0.22
5717,'2025/11/05 13:13:43:552',33,0.0341,0.223597,0.62,0.22
5718,'2025/11/05 13:13:43:596',33,0.032469,0.224069,0.62,0.22
5719,'2025/11/05 13:13:43:635',33,0.030732,0.22462,0.62,0.22
5720,'2025/11/05 13:13:43:676',33,0.0287,0.223581,0.62,0.22
5721,'2025/11/05 13:13:43:717',33,0.026366,0.22398,0.62,0.22
5722,'2025/11/05 13:13:43:760',33,0.025131,0.224766,0.62,0.22
5723,'2025/11/05 13:13:43:842',33,0.02399,0.226523,0.62,0.22
5724,'2025/11/05 13:13:43:883',33,0.022294,0.22698,0.62,0.22
5725,'2025/11/05 13:13:43:920',33,0.022544,0.227321,0.62,0.22
5726,'2025/11/05 13:13:43:963',33,0.02246,0.228649,0.62,0.22
5727,'2025/11/05 13:13:44:004',33,0.022453,0.229078,0.62,0.22
5728,'2025/11/05 13:13:44:044',33,0.022452,0.229877,0.62,0.22
5729,'2025/11/05 13:13:44:087',33,0.0229,0.230306,0.62,0.22
5730,'2025/11/05 13:13:44:128',33,0.023683,0.230479,0.62,0.22
5731,'2025/11/05 13:13:44:169',33,0.024705,0.231009,0.62,0.22
5732,'2025/11/05 13:13:44:209',33,0.025967,0.23046,0.62,0.22
5733,'2025/11/05 13:13:44:250',33,0.027362,0.230664,0.62,0.22
5734,'2025/11/05 13:13:44:292',33,0.027934,0.232228,0.62,0.22
5735,'2025/11/05 13:13:44:332',33,0.028902,0.234149,0.62,0.22
5736,'2025/11/05 13:13:44:373',33,0.029556,0.234898,0.62,0.22
5737,'2025/11/05 13:13:44:415',33,0.030357,0.236053,0.62,0.22
5738,'2025/11/05 13:13:44:496',33,0.031181,0.235775,0.62,0.22
5739,'2025/11/05 13:13:44:538',33,0.0322,0.235527,0.62,0.22
5740,'2025/11/05 13:13:44:575',33,0.03316,0.235094,0.62,0.22
5741,'2025/11/05 13:13:44:620',33,0.034588,0.236434,0.62,0.22
5742,'2025/11/05 13:13:44:659',33,0.035026,0.236088,0.62,0.22
5743,'2025/11/05 13:13:44:702',33,0.035569,0.235561,0.62,0.22
5744,'2025/11/05 13:13:44:743',33,0.035718,0.235184,0.62,0.22
5745,'2025/11/05 13:13:44:781',33,0.035972,0.235493,0.62,0.22
5746,'2025/11/05 13:13:44:826',33,0.035539,0.235385,0.62,0.22
5747,'2025/11/05 13:13:44:866',33,0.035617,0.23486,0.62,0.22
5748,'2025/11/05 13:13:44:906',33,0.035857,0.234877,0.62,0.22
5749,'2025/11/05 13:13:44:948',33,0.035452,0.234469,0.62,0.22
5750,'2025/11/05 13:13:44:989',33,0.035498,0.233884,0.62,0.22
5751,'2025/11/05 13:13:45:028',33,0.03536,0.234028,0.62,0.22
5752,'2025/11/05 13:13:45:070',33,0.034974,0.233228,0.62,0.22
5753,'2025/11/05 13:13:45:153',33,0.035141,0.233254,0.62,0.22
5754,'2025/11/05 13:13:45:194',33,0.034298,0.232827,0.62,0.22
5755,'2025/11/05 13:13:45:235',33,0.034175,0.232724,0.62,0.22
5756,'2025/11/05 13:13:45:275',33,0.034219,0.232618,0.62,0.22
5757,'2025/11/05 13:13:45:317',33,0.033396,0.232071,0.62,0.22
5758,'2025/11/05 13:13:45:356',33,0.033366,0.232891,0.62,0.22
5759,'2025/11/05 13:13:45:399',33,0.033252,0.232722,0.62,0.22
5760,'2025/11/05 13:13:45:440',33,0.032957,0.232613,0.62,0.22
5761,'2025/11/05 13:13:45:479',33,0.032863,0.232673,0.62,0.22
5762,'2025/11/05 13:13:45:521',33,0.033102,0.231944,0.62,0.22
5763,'2025/11/05 13:13:45:561',33,0.032642,0.231646,0.62,0.22
5764,'2025/11/05 13:13:45:605',33,0.032551,0.231505,0.62,0.22
5765,'2025/11/05 13:13:45:644',33,0.032266,0.231515,0.62,0.22
5766,'2025/11/05 13:13:45:688',33,0.032468,0.231265,0.62,0.22
5767,'2025/11/05 13:13:45:727',33,0.032177,0.231142,0.62,0.22
5768,'2025/11/05 13:13:45:811',33,0.032645,0.231031,0.62,0.22
5769,'2025/11/05 13:13:45:851',33,0.032866,0.231118,0.62,0.22
5770,'2025/11/05 13:13:45:889',33,0.032595,0.230452,0.62,0.22
5771,'2025/11/05 13:13:45:931',33,0.032937,0.230792,0.62,0.22
5772,'2025/11/05 13:13:45:972',33,0.032774,0.23028,0.62,0.22
5773,'2025/11/05 13:13:46:015',33,0.033815,0.2308,0.62,0.22
5774,'2025/11/05 13:13:46:055',33,0.033389,0.230699,0.62,0.22
5775,'2025/11/05 13:13:46:095',33,0.033007,0.23058,0.62,0.22
5776,'2025/11/05 13:13:46:137',33,0.033016,0.231141,0.62,0.22
5777,'2025/11/05 13:13:46:176',33,0.03306,0.231023,0.62,0.22
5778,'2025/11/05 13:13:46:220',33,0.033166,0.231079,0.62,0.22
5779,'2025/11/05 13:13:46:259',33,0.032743,0.231087,0.62,0.22
5780,'2025/11/05 13:13:46:299',33,0.032865,0.230613,0.62,0.22
5781,'2025/11/05 13:13:46:341',33,0.033403,0.230705,0.62,0.22
5782,'2025/11/05 13:13:46:426',33,0.032957,0.231273,0.62,0.22
5783,'2025/11/05 13:13:46:465',33,0.032901,0.230769,0.62,0.22
5784,'2025/11/05 13:13:46:506',33,0.033334,0.2317,0.62,0.22
5785,'2025/11/05 13:13:46:545',33,0.033834,0.231453,0.62,0.22
5786,'2025/11/05 13:13:46:587',33,0.034167,0.231639,0.62,0.22
5787,'2025/11/05 13:13:46:630',33,0.033807,0.23241,0.62,0.22
5788,'2025/11/05 13:13:46:670',33,0.03445,0.231807,0.62,0.22
5789,'2025/11/05 13:13:46:710',33,0.034368,0.231794,0.62,0.22
5790,'2025/11/05 13:13:46:751',33,0.034272,0.231667,0.62,0.22
5791,'2025/11/05 13:13:46:792',33,0.034473,0.232706,0.62,0.22
5792,'2025/11/05 13:13:46:830',33,0.034313,0.232228,0.62,0.22
5793,'2025/11/05 13:13:46:876',33,0.034213,0.23231,0.62,0.22
5794,'2025/11/05 13:13:46:915',33,0.034275,0.232531,0.62,0.22
5795,'2025/11/05 13:13:46:956',33,0.034531,0.232311,0.62,0.22
5796,'2025/11/05 13:13:46:998',33,0.034707,0.232361,0.62,0.22
5797,'2025/11/05 13:13:47:085',33,0.034794,0.232668,0.62,0.22
5798,'2025/11/05 13:13:47:121',33,0.035559,0.232586,0.62,0.22
5799,'2025/11/05 13:13:47:160',33,0.035763,0.232875,0.62,0.22
5800,'2025/11/05 13:13:47:205',33,0.035438,0.232591,0.62,0.22
5801,'2025/11/05 13:13:47:244',33,0.034904,0.233419,0.62,0.22
5802,'2025/11/05 13:13:47:284',33,0.036164,0.23374,0.62,0.22
5803,'2025/11/05 13:13:47:327',33,0.035639,0.233485,0.62,0.22
5804,'2025/11/05 13:13:47:367',33,0.036014,0.233087,0.62,0.22
5805,'2025/11/05 13:13:47:407',33,0.036256,0.233154,0.62,0.22
5806,'2025/11/05 13:13:47:448',33,0.036397,0.233711,0.62,0.22
5807,'2025/11/05 13:13:47:489',33,0.03608,0.233176,0.62,0.22
5808,'2025/11/05 13:13:47:528',33,0.03666,0.234068,0.62,0.22
5809,'2025/11/05 13:13:47:570',33,0.036348,0.23388,0.62,0.22
5810,'2025/11/05 13:13:47:614',33,0.03695,0.234148,0.62,0.22
5811,'2025/11/05 13:13:47:653',33,0.036883,0.234294,0.62,0.22
5812,'2025/11/05 13:13:47:735',33,0.036986,0.234228,0.62,0.22
5813,'2025/11/05 13:13:47:777',33,0.03725,0.233811,0.62,0.22
5814,'2025/11/05 13:13:47:817',33,0.037388,0.23406,0.62,0.22
5815,'2025/11/05 13:13:47:852',33,0.037444,0.234041,0.62,0.22
5816,'2025/11/05 13:13:47:899',33,0.03718,0.234231,0.62,0.22
5817,'2025/11/05 13:13:47:944',33,0.037388,0.234051,0.62,0.22
5818,'2025/11/05 13:13:47:978',33,0.037474,0.234214,0.62,0.22
5819,'2025/11/05 13:13:48:024',33,0.038008,0.234331,0.62,0.22
5820,'2025/11/05 13:13:48:064',33,0.037538,0.234088,0.62,0.22
5821,'2025/11/05 13:13:48:104',33,0.037577,0.233481,0.62,0.22
5822,'2025/11/05 13:13:48:145',33,0.037687,0.234011,0.62,0.22
5823,'2025/11/05 13:13:48:186',33,0.037679,0.233436,0.62,0.22
5824,'2025/11/05 13:13:48:227',33,0.037639,0.233941,0.62,0.22
5825,'2025/11/05 13:13:48:269',33,0.037957,0.233684,0.62,0.22
5826,'2025/11/05 13:13:48:310',33,0.038167,0.233407,0.62,0.22
5827,'2025/11/05 13:13:48:396',33,0.037905,0.23364,0.62,0.22
5828,'2025/11/05 13:13:48:430',33,0.037905,0.233255,0.62,0.22
5829,'2025/11/05 13:13:48:471',33,0.037266,0.233339,0.62,0.22
5830,'2025/11/05 13:13:48:513',33,0.037701,0.233383,0.62,0.22
5831,'2025/11/05 13:13:48:556',33,0.037736,0.233417,0.62,0.22
5832,'2025/11/05 13:13:48:598',33,0.037918,0.233354,0.62,0.22
5833,'2025/11/05 13:13:48:637',33,0.037816,0.232946,0.62,0.22
5834,'2025/11/05 13:13:48:679',33,0.037813,0.23317,0.62,0.22
5835,'2025/11/05 13:13:48:720',33,0.037798,0.232933,0.62,0.22
5836,'2025/11/05 13:13:48:759',33,0.038031,0.232857,0.62,0.22
5837,'2025/11/05 13:13:48:803',33,0.037915,0.233088,0.62,0.22
5838,'2025/11/05 13:13:48:842',33,0.037824,0.232992,0.62,0.22
5839,'2025/11/05 13:13:48:883',33,0.037838,0.233003,0.62,0.22
5840,'2025/11/05 13:13:48:924',33,0.037806,0.232783,0.62,0.22
5841,'2025/11/05 13:13:49:013',33,0.037695,0.233051,0.62,0.22
5842,'2025/11/05 13:13:49:047',33,0.037898,0.232985,0.62,0.22
5843,'2025/11/05 13:13:49:089',33,0.037673,0.233346,0.62,0.22
5844,'2025/11/05 13:13:49:129',33,0.037859,0.233165,0.62,0.22
5845,'2025/11/05 13:13:49:171',33,0.03757,0.23343,0.62,0.22
5846,'2025/11/05 13:13:49:211',33,0.037652,0.233514,0.62,0.22
5847,'2025/11/05 13:13:49:253',33,0.037971,0.23329,0.62,0.22
5848,'2025/11/05 13:13:49:295',33,0.038401,0.233626,0.62,0.22
5849,'2025/11/05 13:13:49:333',33,0.038758,0.233395,0.62,0.22
5850,'2025/11/05 13:13:49:374',33,0.039179,0.2342,0.62,0.22
5851,'2025/11/05 13:13:49:417',33,0.039374,0.233847,0.62,0.22
5852,'2025/11/05 13:13:49:457',33,0.039565,0.234265,0.62,0.22
5853,'2025/11/05 13:13:49:498',33,0.039892,0.234473,0.62,0.22
5854,'2025/11/05 13:13:49:540',33,0.040025,0.234393,0.62,0.22
5855,'2025/11/05 13:13:49:579',33,0.040654,0.23453,0.62,0.22
5856,'2025/11/05 13:13:49:668',33,0.040587,0.233951,0.62,0.22
5857,'2025/11/05 13:13:49:704',33,0.040486,0.233038,0.62,0.22
5858,'2025/11/05 13:13:49:745',33,0.040826,0.234176,0.62,0.22
5859,'2025/11/05 13:13:49:786',33,0.041218,0.233682,0.62,0.22
5860,'2025/11/05 13:13:49:828',33,0.041209,0.233574,0.62,0.22
5861,'2025/11/05 13:13:49:867',33,0.040834,0.233555,0.62,0.22
5862,'2025/11/05 13:13:49:907',33,0.041114,0.233344,0.62,0.22
5863,'2025/11/05 13:13:49:952',33,0.040745,0.233482,0.62,0.22
5864,'2025/11/05 13:13:49:990',33,0.040858,0.233859,0.62,0.22
5865,'2025/11/05 13:13:50:029',33,0.040924,0.233473,0.62,0.22
5866,'2025/11/05 13:13:50:072',33,0.041016,0.233431,0.62,0.22
5867,'2025/11/05 13:13:50:113',33,0.041205,0.233786,0.62,0.22
5868,'2025/11/05 13:13:50:154',33,0.040804,0.233903,0.62,0.22
5869,'2025/11/05 13:13:50:196',33,0.040747,0.234205,0.62,0.22
5870,'2025/11/05 13:13:50:282',33,0.040431,0.233962,0.62,0.22
5871,'2025/11/05 13:13:50:320',33,0.04036,0.234513,0.62,0.22
5872,'2025/11/05 13:13:50:362',33,0.040253,0.233366,0.62,0.22
5873,'2025/11/05 13:13:50:401',33,0.040466,0.233543,0.62,0.22
5874,'2025/11/05 13:13:50:441',33,0.040213,0.233507,0.62,0.22
5875,'2025/11/05 13:13:50:481',33,0.040212,0.233615,0.62,0.22
5876,'2025/11/05 13:13:50:524',33,0.040233,0.234197,0.62,0.22
5877,'2025/11/05 13:13:50:563',33,0.040364,0.233916,0.62,0.22
5878,'2025/11/05 13:13:50:604',33,0.04072,0.233727,0.62,0.22
5879,'2025/11/05 13:13:50:647',33,0.040512,0.233543,0.62,0.22
5880,'2025/11/05 13:14:45:747',34,0.129197,0.137285,0.67,0.327638
5881,'2025/11/05 13:14:45:790',34,0.129081,0.13769,0.67,0.327638
5882,'2025/11/05 13:14:45:836',34,0.128707,0.138217,0.67,0.327638
5883,'2025/11/05 13:14:45:872',34,0.128972,0.139331,0.67,0.327638
5884,'2025/11/05 13:14:45:917',34,0.129335,0.13892,0.67,0.327638
5885,'2025/11/05 13:14:45:956',34,0.12911,0.141052,0.67,0.327638
5886,'2025/11/05 13:14:45:992',34,0.1293,0.141039,0.67,0.327638
5887,'2025/11/05 13:14:46:041',34,0.129256,0.139524,0.67,0.327638
5888,'2025/11/05 13:14:46:081',34,0.129887,0.139319,0.67,0.327638
5889,'2025/11/05 13:14:46:121',34,0.130767,0.139599,0.67,0.327638
5890,'2025/11/05 13:14:46:159',34,0.132169,0.139537,0.67,0.327638
5891,'2025/11/05 13:14:46:243',34,0.133831,0.139806,0.67,0.327638
5892,'2025/11/05 13:14:46:283',34,0.135554,0.140402,0.67,0.327638
5893,'2025/11/05 13:14:46:324',34,0.136759,0.140905,0.67,0.327638
5894,'2025/11/05 13:14:46:366',34,0.136668,0.142375,0.67,0.327638
5895,'2025/11/05 13:14:46:405',34,0.136009,0.14322,0.67,0.327638
5896,'2025/11/05 13:14:46:448',34,0.134567,0.143027,0.67,0.327638
5897,'2025/11/05 13:14:46:480',34,0.131253,0.144068,0.67,0.327638
5898,'2025/11/05 13:14:46:523',34,0.128366,0.142983,0.67,0.327638
5899,'2025/11/05 13:14:46:569',34,0.127424,0.142809,0.67,0.327638
5900,'2025/11/05 13:14:46:608',34,0.127278,0.144469,0.67,0.327638
5901,'2025/11/05 13:14:55:017',35,0.157101,0.136514,0.67,0.28
5902,'2025/11/05 13:14:55:053',35,0.157447,0.134721,0.67,0.28
5903,'2025/11/05 13:14:55:102',35,0.157143,0.133241,0.67,0.28
5904,'2025/11/05 13:14:55:138',35,0.157075,0.131554,0.67,0.28
5905,'2025/11/05 13:14:55:181',35,0.157223,0.13048,0.67,0.28
5906,'2025/11/05 13:14:55:222',35,0.157155,0.129187,0.67,0.28
5907,'2025/11/05 13:14:55:262',35,0.156869,0.128784,0.67,0.28
5908,'2025/11/05 13:14:55:305',35,0.156555,0.12818,0.67,0.28
5909,'2025/11/05 13:14:55:344',35,0.155928,0.128418,0.67,0.28
5910,'2025/11/05 13:14:55:386',35,0.154673,0.128453,0.67,0.28
5911,'2025/11/05 13:14:55:425',35,0.154727,0.129394,0.67,0.28
5912,'2025/11/05 13:14:55:513',35,0.154797,0.131023,0.67,0.28
5913,'2025/11/05 13:14:55:550',35,0.155043,0.13118,0.67,0.28
5914,'2025/11/05 13:14:55:589',35,0.155488,0.131303,0.67,0.28
5915,'2025/11/05 13:14:55:632',35,0.155899,0.131541,0.67,0.28
5916,'2025/11/05 13:14:55:672',35,0.155891,0.131677,0.67,0.28
5917,'2025/11/05 13:14:55:712',35,0.155759,0.134522,0.67,0.28
5918,'2025/11/05 13:14:55:755',35,0.156219,0.135976,0.67,0.28
5919,'2025/11/05 13:14:55:793',35,0.156339,0.135048,0.67,0.28
5920,'2025/11/05 13:14:55:838',35,0.157046,0.134395,0.67,0.28
5921,'2025/11/05 13:14:55:876',35,0.156836,0.132151,0.67,0.28
5922,'2025/11/05 13:14:55:917',35,0.156651,0.131836,0.67,0.28
5923,'2025/11/05 13:14:55:958',35,0.15677,0.131263,0.67,0.28
5924,'2025/11/05 13:14:56:000',35,0.157345,0.13099,0.67,0.28
5925,'2025/11/05 13:14:56:039',35,0.157535,0.130162,0.67,0.28
5926,'2025/11/05 13:14:56:083',35,0.158364,0.129145,0.67,0.28
5927,'2025/11/05 13:14:56:125',35,0.158556,0.127572,0.67,0.28
5928,'2025/11/05 13:14:56:207',35,0.159458,0.126475,0.67,0.28
5929,'2025/11/05 13:14:56:246',35,0.160352,0.125802,0.67,0.28
5930,'2025/11/05 13:14:56:284',35,0.16123,0.124612,0.67,0.28
5931,'2025/11/05 13:14:56:321',35,0.162207,0.123631,0.67,0.28
5932,'2025/11/05 13:14:56:370',35,0.162879,0.123046,0.67,0.28
5933,'2025/11/05 13:14:56:408',35,0.163631,0.122004,0.67,0.28
5934,'2025/11/05 13:14:56:449',35,0.163847,0.121013,0.67,0.28
5935,'2025/11/05 13:14:56:497',35,0.164139,0.119926,0.67,0.28
5936,'2025/11/05 13:14:56:534',35,0.164317,0.118738,0.67,0.28
5937,'2025/11/05 13:14:56:579',35,0.164852,0.117834,0.67,0.28
5938,'2025/11/05 13:14:56:615',35,0.165724,0.117622,0.67,0.28
5939,'2025/11/05 13:14:56:657',35,0.166683,0.116308,0.67,0.28
5940,'2025/11/05 13:14:56:697',35,0.167352,0.115726,0.67,0.28
5941,'2025/11/05 13:14:56:740',35,0.168678,0.115099,0.67,0.28
5942,'2025/11/05 13:14:56:779',35,0.169581,0.113657,0.67,0.28
5943,'2025/11/05 13:14:56:864',35,0.170032,0.111975,0.67,0.28
5944,'2025/11/05 13:14:56:904',35,0.170371,0.110276,0.67,0.28
5945,'2025/11/05 13:14:56:945',35,0.170639,0.108704,0.67,0.28
5946,'2025/11/05 13:14:56:987',35,0.170376,0.107777,0.67,0.28
5947,'2025/11/05 13:14:57:028',35,0.170052,0.107231,0.67,0.28
5948,'2025/11/05 13:14:57:070',35,0.169924,0.105844,0.67,0.28
5949,'2025/11/05 13:14:57:109',35,0.169711,0.10429,0.67,0.28
5950,'2025/11/05 13:14:57:150',35,0.169556,0.102507,0.67,0.28
5951,'2025/11/05 13:14:57:189',35,0.168962,0.0998,0.67,0.28
5952,'2025/11/05 13:14:57:231',35,0.168607,0.097627,0.67,0.28
5953,'2025/11/05 13:14:57:271',35,0.167846,0.095108,0.67,0.28
5954,'2025/11/05 13:14:57:313',35,0.166707,0.093045,0.67,0.28
5955,'2025/11/05 13:14:57:353',35,0.166063,0.092703,0.67,0.28
5956,'2025/11/05 13:14:57:397',35,0.165089,0.091476,0.67,0.28
5957,'2025/11/05 13:14:57:435',35,0.164633,0.090923,0.67,0.28
5958,'2025/11/05 13:14:57:475',35,0.163727,0.089223,0.67,0.28
5959,'2025/11/05 13:14:57:561',35,0.163086,0.088307,0.67,0.28
5960,'2025/11/05 13:14:57:601',35,0.162811,0.086381,0.67,0.28
5961,'2025/11/05 13:14:57:637',35,0.162135,0.085971,0.67,0.28
5962,'2025/11/05 13:14:57:683',35,0.161472,0.084823,0.67,0.28
5963,'2025/11/05 13:14:57:722',35,0.160977,0.083302,0.67,0.28
5964,'2025/11/05 13:14:57:763',35,0.160673,0.082461,0.67,0.28
5965,'2025/11/05 13:14:57:806',35,0.160421,0.080959,0.67,0.28
5966,'2025/11/05 13:14:57:846',35,0.160192,0.081067,0.67,0.28
5967,'2025/11/05 13:14:57:885',35,0.160422,0.080102,0.67,0.28
5968,'2025/11/05 13:14:57:928',35,0.160234,0.078519,0.67,0.28
5969,'2025/11/05 13:14:57:968',35,0.160526,0.07769,0.67,0.28
5970,'2025/11/05 13:14:58:010',35,0.16084,0.07698,0.67,0.28
5971,'2025/11/05 13:14:58:049',35,0.16081,0.075184,0.67,0.28
5972,'2025/11/05 13:14:58:093',35,0.161779,0.074363,0.67,0.28
5973,'2025/11/05 13:14:58:132',35,0.162696,0.072416,0.67,0.28
5974,'2025/11/05 13:14:58:218',35,0.164065,0.071305,0.67,0.28
5975,'2025/11/05 13:14:58:258',35,0.16489,0.070323,0.67,0.28
5976,'2025/11/05 13:14:58:296',35,0.166501,0.06944,0.67,0.28
5977,'2025/11/05 13:14:58:336',35,0.167296,0.06895,0.67,0.28
5978,'2025/11/05 13:14:58:380',35,0.167892,0.068498,0.67,0.28
5979,'2025/11/05 13:14:58:420',35,0.16867,0.066878,0.67,0.28
5980,'2025/11/05 13:14:58:460',35,0.168688,0.066748,0.67,0.28
5981,'2025/11/05 13:14:58:502',35,0.169559,0.067252,0.67,0.28
5982,'2025/11/05 13:14:58:543',35,0.169647,0.067994,0.67,0.28
5983,'2025/11/05 13:14:58:585',35,0.169918,0.067856,0.67,0.28
5984,'2025/11/05 13:14:58:624',35,0.170051,0.0692,0.67,0.28
5985,'2025/11/05 13:14:58:664',35,0.171113,0.069241,0.67,0.28
5986,'2025/11/05 13:14:58:708',35,0.171204,0.069925,0.67,0.28
5987,'2025/11/05 13:14:58:747',35,0.171885,0.069554,0.67,0.28
5988,'2025/11/05 13:14:58:789',35,0.171932,0.068933,0.67,0.28
5989,'2025/11/05 13:14:58:873',35,0.171856,0.068859,0.67,0.28
5990,'2025/11/05 13:14:58:913',35,0.171638,0.067187,0.67,0.28
5991,'2025/11/05 13:14:58:952',35,0.172206,0.06729,0.67,0.28
5992,'2025/11/05 13:14:58:992',35,0.172027,0.06597,0.67,0.28
5993,'2025/11/05 13:14:59:035',35,0.171985,0.065539,0.67,0.28
5994,'2025/11/05 13:14:59:077',35,0.172003,0.063968,0.67,0.28
5995,'2025/11/05 13:14:59:120',35,0.172608,0.063021,0.67,0.28
5996,'2025/11/05 13:14:59:158',35,0.172438,0.061991,0.67,0.28
5997,'2025/11/05 13:14:59:198',35,0.172155,0.061596,0.67,0.28
5998,'2025/11/05 13:14:59:238',35,0.172357,0.060706,0.67,0.28
5999,'2025/11/05 13:14:59:279',35,0.172647,0.060531,0.67,0.28
6000,'2025/11/05 13:14:59:321',35,0.172808,0.060053,0.67,0.28
6001,'2025/11/05 13:14:59:364',35,0.17295,0.059925,0.67,0.28
6002,'2025/11/05 13:14:59:403',35,0.1728,0.060533,0.67,0.28
6003,'2025/11/05 13:14:59:444',35,0.17362,0.060935,0.67,0.28
6004,'2025/11/05 13:14:59:487',35,0.17375,0.061602,0.67,0.28
6005,'2025/11/05 13:14:59:568',35,0.17409,0.062021,0.67,0.28
6006,'2025/11/05 13:14:59:605',35,0.174032,0.061432,0.67,0.28
6007,'2025/11/05 13:14:59:650',35,0.174153,0.061761,0.67,0.28
6008,'2025/11/05 13:14:59:690',35,0.174008,0.060872,0.67,0.28
6009,'2025/11/05 13:14:59:727',35,0.174236,0.061363,0.67,0.28
6010,'2025/11/05 13:14:59:775',35,0.174207,0.060512,0.67,0.28
6011,'2025/11/05 13:14:59:812',35,0.174313,0.060749,0.67,0.28
6012,'2025/11/05 13:14:59:855',35,0.174119,0.060292,0.67,0.28
6013,'2025/11/05 13:14:59:896',35,0.174466,0.060642,0.67,0.28
6014,'2025/11/05 13:14:59:937',35,0.17381,0.059556,0.67,0.28
6015,'2025/11/05 13:14:59:979',35,0.174132,0.061067,0.67,0.28
6016,'2025/11/05 13:15:00:019',35,0.173188,0.060906,0.67,0.28
6017,'2025/11/05 13:15:00:061',35,0.172494,0.061891,0.67,0.28
6018,'2025/11/05 13:15:00:100',35,0.172213,0.062319,0.67,0.28
6019,'2025/11/05 13:15:00:142',35,0.172839,0.062487,0.67,0.28
6020,'2025/11/05 13:15:00:182',35,0.173003,0.062541,0.67,0.28
6021,'2025/11/05 13:15:00:266',35,0.172947,0.062773,0.67,0.28
6022,'2025/11/05 13:15:00:306',35,0.172553,0.063388,0.67,0.28
6023,'2025/11/05 13:15:00:345',35,0.172833,0.064034,0.67,0.28
6024,'2025/11/05 13:15:00:388',35,0.172536,0.065446,0.67,0.28
6025,'2025/11/05 13:15:00:425',35,0.172937,0.067616,0.67,0.28
6026,'2025/11/05 13:15:00:471',35,0.172556,0.072461,0.67,0.28
6027,'2025/11/05 13:15:00:509',35,0.172573,0.077216,0.67,0.28
6028,'2025/11/05 13:15:00:553',35,0.173295,0.080721,0.67,0.28
6029,'2025/11/05 13:15:00:593',35,0.172954,0.085778,0.67,0.28
6030,'2025/11/05 13:15:00:635',35,0.173638,0.088495,0.67,0.28
6031,'2025/11/05 13:15:00:675',35,0.173267,0.090553,0.67,0.28
6032,'2025/11/05 13:15:00:715',35,0.172817,0.093144,0.67,0.28
6033,'2025/11/05 13:15:00:758',35,0.171948,0.09424,0.67,0.28
6034,'2025/11/05 13:15:00:797',35,0.17107,0.095066,0.67,0.28
6035,'2025/11/05 13:15:00:842',35,0.169849,0.096021,0.67,0.28
6036,'2025/11/05 13:15:00:921',35,0.168436,0.094291,0.67,0.28
6037,'2025/11/05 13:15:00:965',35,0.166492,0.09314,0.67,0.28
6038,'2025/11/05 13:15:01:004',35,0.164199,0.09218,0.67,0.28
